region,instructions,total_cycles,average_cycles,min_cycles,max_cycles,issue,icache_fill,dcache_fill,write_buffer,bus_contention,dma_hold,cart_spin,interlock,halt_wait,gx_paid,gx_blamed
1505,638860,2241678,3.509,0,301609,413531,761004,522536,84013,56654,17754,0,84583,301603,0,0
218,621151,2241676,3.609,0,368089,420642,666638,518873,94516,74225,16476,0,82223,368083,0,0
1225,637078,2241674,3.519,0,223741,435603,711589,576269,113352,75619,16470,0,89037,223735,0,0
518,563337,2241668,3.979,0,505847,365183,612617,494998,95501,74278,16470,0,76780,505841,0,0
621,669903,2241662,3.346,0,251829,440085,716337,556464,92903,73975,16470,0,93605,251823,0,0
1127,576466,2241662,3.889,0,475377,392305,620999,490535,96125,74533,16470,0,75324,475371,0,0
67,724605,2241658,3.094,0,62025,474329,802406,603787,105937,73906,16470,0,102804,62019,0,0
615,573385,2241650,3.910,0,417937,367105,670112,520889,93121,73409,16470,0,82613,417931,0,0
1113,574414,2241648,3.902,0,447945,371787,641072,515357,94206,74696,16470,0,80121,447939,0,0
1378,690339,2241648,3.247,0,90393,452708,826437,582150,101514,75333,16782,0,96337,90387,0,0
1420,650513,2241644,3.446,0,203773,430073,764574,561906,100385,75309,17514,0,88116,203767,0,0
1060,591758,2241640,3.788,0,348861,391030,692834,537991,95149,74526,16470,0,84785,348855,0,0
378,667186,2241614,3.360,0,247631,448893,731292,537953,99587,73739,17870,0,84655,247625,0,0
1217,608079,2241612,3.686,0,323491,393610,705329,546100,95388,74425,16502,0,86773,323485,0,0
712,682089,2241610,3.286,0,154383,458817,770441,574446,98664,77271,16470,0,91124,154377,0,0
1253,663165,2241608,3.380,0,241823,451457,725251,547298,98232,73781,16470,0,87302,241817,0,0
1447,620006,2241608,3.615,0,362757,420857,680901,508833,96019,75157,17694,0,79396,362751,0,0
1128,693543,2241606,3.232,0,225155,464850,720764,552507,98239,74814,16470,0,88813,225149,0,0
52,657003,2241604,3.412,0,243891,434518,734699,550004,95823,74461,16470,0,91744,243885,0,0
307,654221,2241602,3.426,0,238357,441729,735289,548242,98559,74343,16894,0,88195,238351,0,0
739,595373,2241598,3.765,0,345889,395596,692486,537722,94787,73676,16470,0,84978,345883,0,0
676,561848,2241596,3.990,0,468499,357916,638273,510867,94976,73253,16470,0,81348,468493,0,0
1358,553139,2241596,4.053,0,409217,371090,658141,515538,115006,75138,19602,0,77870,409211,0,0
585,665632,2241592,3.368,0,163083,423284,771276,593246,102201,74016,16470,0,98022,163077,0,0
923,661541,2241592,3.388,0,204591,439489,774284,546051,105162,69726,16470,0,85825,204585,0,0
97,610579,2241588,3.671,0,324545,405544,706047,536483,94009,74239,16470,0,84257,324539,0,0
236,578018,2241586,3.878,0,423147,374783,662818,516551,92944,74051,16470,0,80828,423141,0,0
116,579165,2241582,3.870,0,417109,375818,658273,505709,92796,74972,16470,0,78152,439392,0,0
688,644762,2241578,3.477,0,254541,408241,750896,548854,96786,75964,16470,0,89832,254535,0,0
1206,555562,2241578,4.035,0,504423,357954,619221,497747,93302,73656,16470,0,78811,504417,0,0
352,631663,2241576,3.549,0,156946,421039,723180,535664,99778,73884,17634,0,84958,285439,0,0
478,674873,2241572,3.321,0,159801,434893,788468,573683,99671,75198,16470,0,93394,159795,0,0
958,544340,2241562,4.118,0,449281,357603,694831,487792,97497,58543,19602,0,76419,449275,0,0
1326,544181,2241550,4.119,0,515207,358222,652992,469627,94857,58540,19602,0,72509,515201,0,0
937,489740,2241540,4.577,0,608239,320120,623522,449134,94540,58615,19602,0,67774,608233,0,0
1337,476024,2241538,4.709,0,655249,317383,592642,443923,89723,57033,19602,0,65989,655243,0,0
1513,639480,2241530,3.505,0,234839,425211,740922,509704,87665,56856,17850,0,77280,326042,0,0
516,578513,2241520,3.875,0,294497,381855,646361,541232,115373,74738,16470,0,78888,386603,0,0
58,600718,2241516,3.731,0,330163,381654,723583,535478,93209,74411,16470,0,86554,330157,0,0
