pc,all_instructions,all_total_cycles,all_issue,all_icache_fill,all_dcache_fill,all_write_buffer,all_bus_contention,all_dma_hold,all_interlock,all_halt_wait,marg_instructions,marg_total_cycles,marg_issue,marg_icache_fill,marg_dcache_fill,marg_write_buffer,marg_bus_contention,marg_dma_hold,marg_interlock,marg_halt_wait
0x0202fd98,1600,86416,-1600,73616,1600,12800,0,0,0,0,80,4320,-80,3680,80,640,0,0,0,0
0x02033d9c,6400,86584,0,86584,0,0,0,0,0,0,320,4266,0,4266,0,0,0,0,0,0
0x01ffd568,103201,103205,103205,0,0,0,0,0,0,0,5300,5300,5300,0,0,0,0,0,0,0
0x01ffd65c,103200,103202,103202,0,0,0,0,0,0,0,5300,5300,5300,0,0,0,0,0,0,0
0x020a7092,6,210,6,204,0,0,0,0,0,0,5,175,5,170,0,0,0,0,0,0
0x020ac67c,26,870,0,765,0,105,0,0,0,0,6,214,0,186,0,28,0,0,0,0
0x02025d58,98,4181,1666,1829,0,0,686,0,0,0,10,468,170,228,0,0,70,0,0,0
0x02043746,167,5845,5678,0,0,167,0,0,0,0,21,735,714,0,0,21,0,0,0,0
0x020adde2,6,374,102,272,0,0,0,0,0,0,5,304,77,227,0,0,0,0,0,0
0x020b1870,15,761,-90,215,584,52,0,0,0,0,13,668,-78,195,499,52,0,0,0,0
0x02001690,72,1901,-426,71,2128,128,0,0,0,0,9,294,-54,9,327,12,0,0,0,0
0x0202fe00,1600,86416,-9600,6400,88112,1504,0,0,0,0,80,4320,-480,320,4388,92,0,0,0,0
0x020989bc,5909,87948,0,87948,0,0,0,0,0,0,315,5088,0,5088,0,0,0,0,0,0
0x0208a702,2,71,26,45,0,0,0,0,0,0,1,70,25,45,0,0,0,0,0,0
0x020adddc,5,166,0,131,0,0,0,0,35,0,4,142,0,114,0,0,0,0,28,0
0x0200821c,1557,41442,0,41442,0,0,0,0,0,0,79,2024,0,2024,0,0,0,0,0,0
0x0205f8e0,20952,38010,0,38010,0,0,0,0,0,0,1101,2041,0,2041,0,0,0,0,0,0
