frame,ALL,FTR,STG,BG,AUD,HUD,SRC,MISC,OTHR,WAIT,WORK,SHDT,SWRM,GCRA,SCPU,SCAT,SPRM,SINT,SPHD,SPHC,WORK-H,gNdsFighterNaturalMotionFigatreeAttachCount,gNdsShieldAnimJointInstallCalls,gNdsR2FtAnimParseStepped,gNdsR2FtAnimParseEarlyOut,gNdsR2FtAnimRecipMisses,gNdsR2AnimCacheBytes,gNdsR2RelocAliasVisits,gNdsFTComputerStatusChangeCount,WRAPFIX
1716,1117952,168128,176768,4288,2880,1024,304320,148544,311488,291840,825600,5120,896,299008,1728,1408,2112,116928,83968,576,824576,6662,29,31419,93577,0,126384,13794,0,0
1717,1117440,167424,174528,4288,2816,1088,326336,134464,306688,286720,830912,5120,1024,321024,36608,1536,2112,119296,80000,768,829824,6662,29,31442,93626,0,126384,13794,0,0
1718,1117632,168320,179648,4224,3008,1088,342592,128128,290624,270656,846976,4992,960,337216,50304,1600,2176,142912,77056,640,845888,6662,29,31455,93685,0,126384,13794,0,0
1719,1117632,167296,176064,4288,132096,960,332800,131136,172736,152576,964800,4928,896,327360,36160,1408,2048,160384,77568,704,963840,6662,29,31480,93732,0,126384,13794,0,0
1720,1117376,168512,173248,4288,2944,1088,315072,114816,337536,317824,799680,5056,960,309632,36096,1344,2176,154816,77952,640,798592,6662,29,31493,93791,0,126384,13794,0,0
1721,1117504,167552,173632,4288,3008,1024,302336,119168,346496,326656,790848,4864,960,296896,36160,1408,2304,136960,77504,704,789824,6662,29,31504,93852,0,126384,13794,0,0
1722,1117504,167616,175744,4352,4864,1024,299776,121152,342976,323328,794176,4416,960,294208,36160,1408,2048,145216,57984,768,793152,6662,29,31518,93910,0,126384,13794,0,0
1723,1117504,168960,174272,4224,5056,1088,290304,119808,354112,334272,783552,4480,1024,284864,36288,1536,2048,145792,57472,640,782464,6662,29,31532,93968,0,126384,13794,0,0
1724,1117824,168448,173888,4416,4096,416768,307584,125504,477440,456960,1221184,4736,960,302208,36352,1344,2240,138048,57216,576,804416,6662,29,31562,94010,0,126384,13794,0,0
1725,1678144,166912,174784,4224,2880,1088,314112,136896,316288,296448,820736,4480,896,308736,38080,1216,2176,155712,56576,832,819648,6662,29,31582,94062,0,126384,13794,0,0
1726,1117184,168384,175744,4288,2752,71168,313984,140608,241088,220736,897280,4480,1024,308480,49600,1344,2112,151040,66688,640,826112,6662,29,31607,94109,0,126384,13794,0,0
1727,1118016,169344,173760,4224,4864,1024,327616,140864,295616,275712,841600,4800,960,322176,63168,1344,2176,159616,56192,768,840576,6662,29,31619,94169,0,126384,13794,0,0
1728,1117312,168384,176576,4224,4928,1024,327936,144768,289664,270080,847424,4672,960,322688,62272,1280,2112,173376,56320,896,846400,6662,29,31631,94229,0,126384,13794,0,0
1729,1117504,166400,175744,4288,4096,1088,319424,143680,302848,283072,834496,4736,896,313856,61952,1408,2112,174208,56064,640,833408,6662,29,31641,94291,0,126384,13794,0,0
1730,1117568,167168,173696,4224,2880,1088,330176,148032,290176,270976,846464,4672,1024,324864,63104,1152,2176,163776,56960,704,845376,6662,29,31656,94348,0,126384,13794,0,0
1731,1117440,169216,174784,4288,2816,1024,328512,151872,285248,265664,852096,4480,896,323328,62592,1280,2112,175872,56064,576,851072,6662,29,31667,94409,0,126384,13794,0,0
1732,1117760,166400,173440,4352,2816,1024,319744,151040,298752,279104,838464,4672,960,314496,61440,1472,2112,174080,56320,640,837440,6662,29,31678,94470,0,126384,13794,0,0
1733,1117568,167744,174912,4288,4928,1024,325696,147456,291712,272000,845760,4480,960,320384,61184,1216,2240,164160,56704,576,844736,6662,29,31687,94533,0,126384,13794,0,0
1734,1117760,287680,174720,4224,4160,1088,739136,149312,317504,297472,1380352,3776,1024,733760,61568,1280,2176,169664,56768,640,1379264,6680,29,31726,94584,0,126384,13901,0,0
1735,1677824,289664,174208,4224,4224,1024,280576,149248,214016,194816,922368,3264,1088,275072,51264,1280,2112,178560,463232,768,921344,6680,29,31737,94645,0,126384,13901,0,0
1736,1117184,289664,174848,4224,5248,1088,284992,148544,209792,189632,928768,3328,1088,279424,53760,1216,2112,147584,35776,576,927680,6680,29,31748,94706,0,126384,13901,0,0
1737,1118400,290304,173760,4352,4224,1088,288064,149760,205632,185984,931200,3328,896,282752,54272,1280,2048,153024,34944,704,930112,6680,29,31762,94764,0,126384,13901,0,0
1738,1117184,289600,175168,4224,5312,416320,287488,149824,349952,329536,1348352,3264,1024,281920,53056,1344,2112,155264,35712,768,932032,6680,29,31779,94819,0,126384,13901,0,0
1739,1677888,295424,173312,4224,4480,1088,291136,148544,198848,179008,938048,3200,1024,285888,53696,1280,2112,155904,35136,640,936960,6680,29,31804,94866,0,126384,13901,0,0
1740,1117056,291584,173312,4416,134848,1024,348288,149120,575168,555200,1122560,3456,960,342912,53888,1216,2240,159680,34944,704,1121536,6697,29,31848,94910,0,126384,13901,0,0
1741,1677760,290624,176192,4288,5376,1024,365760,146432,128000,108288,1009408,3264,960,360320,62144,1344,2240,214720,36224,768,1008384,6714,29,31877,94985,0,126384,13901,0,0
1742,1117696,288832,178176,4160,4352,1024,292480,141824,206784,187264,930368,3136,1024,287168,61184,1216,2176,234816,34880,704,929344,6714,29,31886,95046,0,126384,13901,0,0
1743,1117632,287744,174144,4224,4288,1088,295040,142592,208384,188800,928704,3264,1024,289664,60352,1216,2112,160640,35456,768,927616,6714,29,31899,95103,0,126384,13901,0,0
1744,1117504,287936,175232,4288,5376,1024,293440,137920,212032,192320,924928,3392,1024,288192,61312,1408,2240,163712,35584,768,923904,6714,29,31909,95163,0,126384,13901,0,0
1745,1117248,288768,173248,4352,4352,1088,300928,134464,210752,190976,926976,3136,1024,295552,61696,1216,2176,162880,35008,832,925888,6714,29,31932,95210,0,126384,13901,0,0
1746,1117952,288960,175552,4288,4480,1088,299072,134272,209408,190080,927040,3392,832,293760,62720,1152,2176,170432,35968,640,925952,6714,29,31951,95261,0,126384,13901,0,0
1747,1117120,291200,173056,4224,5312,1024,301568,131392,210048,190208,927616,3200,960,295936,63360,1280,2304,168960,35776,640,926592,6714,29,31972,95310,0,126384,13901,0,0
1748,1117824,291328,173760,4288,4480,1088,299520,126592,216512,196544,921024,3264,960,294208,63488,1280,2240,171392,35840,576,919936,6714,29,31991,95361,0,126384,13901,0,0
1749,1117568,287744,176128,4224,4288,1024,305408,126080,212928,192960,924864,3392,960,299840,63936,1280,2112,170432,35584,640,923840,6714,29,32010,95412,0,126384,13901,0,0
1750,1117824,287424,175936,4224,4288,896,289216,123328,231808,212224,904896,3264,960,283776,62720,1152,2176,176064,35264,704,904000,6714,29,32016,95476,0,126384,13901,0,0
1751,1117120,289408,175424,4288,5184,1024,295296,120256,226624,207232,910272,3456,1024,289792,63936,1344,1984,160640,35392,640,909248,6714,29,32029,95533,0,126384,13901,0,0
1752,1117504,290112,174464,4288,4480,415104,298880,118912,372032,352064,1326208,3264,1024,293248,63680,1280,2048,166592,35904,640,911104,6714,29,32048,95584,0,126384,13901,0,0
1753,1678272,288704,172608,4224,4416,1088,292736,115968,237440,217856,899328,3328,1024,287360,62976,1280,2048,170432,35712,640,898240,6714,29,32060,95642,0,126384,13901,0,0
1754,1117184,291072,176768,4288,5248,1024,296000,113024,230464,210624,907264,3264,960,290624,64000,1152,2048,164992,35584,704,906240,6714,29,32075,95697,0,126384,13901,0,0
1755,1117888,289024,175104,4224,4480,1024,294528,112576,236416,216640,900736,3264,1024,289216,63232,1280,2112,168896,34944,704,899712,6714,29,32087,95755,0,126384,13901,0,0
1756,1117376,290240,174208,4160,4352,70976,297024,110976,165760,145600,972096,3328,1024,291584,63360,1280,2240,167104,35712,576,901120,6714,29,32104,95808,0,126384,13901,0,0
1757,1117696,289152,174080,4288,5248,1088,293056,104256,246016,226816,890368,3392,960,287552,63616,1280,2048,170048,35648,768,889280,6714,29,32117,95865,0,126384,13901,0,0
1758,1117184,290304,175296,4224,4352,1024,294848,104832,243456,223232,895104,3456,1024,289408,63296,1152,2048,166592,35200,704,894080,6714,29,32135,95917,0,126384,13901,0,0
1759,1118336,289664,174336,4288,4288,1024,295616,101248,246528,227328,889664,3264,960,290240,63616,1216,2176,168960,35648,896,888640,6714,29,32156,95966,0,126384,13901,0,0
1760,1116992,293440,174400,4224,5248,1024,297344,97472,244352,225024,892480,3328,1024,292032,63552,1216,2112,169600,35904,704,891456,6714,29,32179,96013,0,126384,13901,0,0
1761,1117504,288064,174848,4224,151808,1024,296384,96448,105088,85376,1032512,3200,1024,290752,63744,1216,2176,172160,35328,832,1031488,6714,29,32200,96062,0,126384,13901,0,0
1762,1117888,289280,173952,4352,4352,1024,288704,86400,269568,249664,867968,3264,960,283008,64000,1280,2112,171456,36160,512,866944,6714,29,32213,96119,0,126384,13901,0,0
1763,1117632,288192,172800,4288,4416,1024,309504,86208,251264,230592,887104,3456,960,304256,63232,1280,2176,165568,35776,768,886080,6714,29,32246,96156,0,126384,13901,0,0
1764,1117696,288704,172672,4288,5312,1024,282752,86400,275840,255936,861056,3456,1024,277312,63744,1152,2240,187200,35648,704,860032,6714,29,32250,96222,0,126384,13901,0,0
1765,1116992,287616,174080,4224,4352,1088,287360,87104,271680,251968,865536,3392,1024,282048,62976,1408,2240,159616,35904,768,864448,6714,29,32261,96281,0,126384,13901,0,0
1766,1117504,289536,172288,4288,4352,1152,289472,86656,269952,250368,867328,3264,896,283904,63872,1280,2240,164672,35776,768,866176,6714,29,32276,96336,0,126384,13901,0,0
1767,1117696,289920,176704,4288,5248,416832,309888,86080,388800,368832,1308928,3200,1024,304448,63488,1216,2048,167616,35520,704,892096,6714,29,32292,96390,0,126384,13901,0,0
1768,1677760,290048,177664,4224,4288,960,292032,86528,261568,241728,875584,3392,1024,286528,53760,1152,2304,167616,36544,640,874624,6714,29,32309,96443,0,126384,13901,0,0
1769,1117312,291328,179136,4288,4416,1024,289920,88192,259520,239616,878208,3264,960,284544,52864,1344,1920,158912,35520,832,877184,6714,29,32320,96502,0,126384,13901,0,0
1770,1117824,289728,180608,4288,7040,1024,314688,86784,232960,213568,903552,3264,896,309312,53696,1408,2176,155968,35840,512,902528,6714,29,32359,96533,0,126384,13901,0,0
1771,1117120,290048,179200,4160,6400,1088,285184,87040,264384,245056,872448,3264,1024,279680,52992,1280,1984,181120,35776,704,871360,6714,29,32368,96594,0,126384,13901,0,0
1772,1117504,289088,179712,4352,5376,960,289216,87744,261248,241664,876032,3328,1024,283712,53440,1344,2176,151680,35328,576,875072,6714,29,32379,96653,0,126384,13901,0,0
1773,1117696,290432,179456,4288,4224,1024,288064,87360,262848,243136,874560,3264,1024,282688,53376,1280,2112,154112,35712,640,873536,6714,29,32389,96713,0,126384,13901,0,0
1774,1117696,289792,179584,4224,5184,960,293696,87232,256832,237376,880128,3200,1024,288256,53440,1216,2240,154304,35008,640,879168,6714,29,32409,96763,0,126384,13901,0,0
1775,1117504,289408,177920,4224,4224,1024,293632,86720,260416,241216,876352,3264,896,288128,53888,1216,2240,159168,35584,512,875328,6714,29,32426,96816,0,126384,13901,0,0
1776,1117568,290240,177984,4288,4224,1024,433024,86336,120576,100736,1016960,3328,960,427712,54784,1216,2176,159424,35584,704,1015936,6751,29,32481,96888,0,126384,13901,0,0
1777,1117696,289792,177664,4416,5312,1024,297536,87616,254272,234496,883136,3200,1024,292160,53632,1472,2240,297984,37120,640,882112,6751,29,32502,96943,0,126384,13901,0,0
1778,1117632,293248,180480,4224,4352,1152,311232,86912,235712,216320,900992,3136,1024,305856,52672,1344,2112,162432,36032,576,899840,6751,29,32535,96986,0,126384,13901,0,0
1779,1117312,289728,178368,4288,93824,1024,294016,87232,169216,149440,968256,3264,960,288576,52672,1344,2176,176640,35840,640,967232,6751,29,32549,97048,0,126384,13901,0,0
1780,1117696,291776,178944,4224,4352,1024,302528,86784,248320,228480,889472,3328,960,297280,53248,1408,2176,160320,35520,768,888448,6751,29,32575,97098,0,126384,13901,0,0
1781,1117952,290240,179648,4224,5120,1088,304960,86592,245184,225536,891520,3328,960,299328,52800,1216,1984,167552,35968,768,890432,6751,29,32607,97142,0,126384,13901,0,0
1782,1117056,288896,178624,4224,4224,416192,424896,87040,273984,253760,1424320,3328,1024,419456,57152,1152,2112,169728,35968,576,1008128,6785,29,32671,97202,0,126384,13901,0,0
1783,1678080,288576,180544,4224,5248,1024,294400,86976,256256,236736,880512,3328,1088,288896,60160,1280,2176,291136,35712,768,879488,6785,29,32683,97260,0,126384,13901,0,0
1784,1117248,287232,180672,4288,4160,1088,296768,87232,256384,236672,881152,3520,1024,291456,61056,1152,2176,161408,35072,640,880064,6785,29,32693,97320,0,126384,13901,0,0
1785,1117824,288768,179200,4224,4224,1088,301248,86784,251904,232320,885120,3264,1088,295808,60928,1152,2112,163456,34880,832,884032,6785,29,32707,97376,0,126384,13901,0,0
1786,1117440,290944,182912,4224,4224,71936,304448,88896,170240,150144,967680,3456,1088,299136,60800,1280,2112,164032,36480,704,895744,6785,29,32722,97431,0,126384,13901,0,0
1787,1117824,287424,180160,4224,5312,1088,301952,87360,249792,230272,887040,3264,960,296448,59776,1216,2048,165568,35392,576,885952,6785,29,32739,97484,0,126384,13901,0,0
1788,1117312,289600,180480,4288,4224,1088,302848,86912,248512,228608,889344,3456,960,297536,59968,1152,2240,165952,35904,576,888256,6785,29,32758,97535,0,126384,13901,0,0
1789,1117952,289344,182464,4224,4352,1088,300032,86080,249920,230272,887232,3328,1088,294656,60160,1216,2176,166592,35776,832,886144,6785,29,32775,97588,0,126384,13901,0,0
1790,1117504,289344,182080,4288,4224,1024,300032,86656,249792,230336,887104,3328,960,294528,60800,1152,2304,164096,35712,640,886080,6785,29,32792,97641,0,126384,13901,0,0
1791,1117440,288832,180672,4288,4224,1088,300544,86720,251392,231616,886144,3200,1024,294784,59584,1344,2176,163520,35456,768,885056,6785,29,32808,97695,0,126384,13901,0,0
1792,1117760,290048,178944,4352,4288,1088,317568,87168,234304,214720,903040,3328,1024,312256,60416,1344,2176,164992,35456,512,901952,6785,29,32840,97733,0,126384,13901,0,0
1793,1117760,291072,184064,4224,4160,1024,301312,87232,244032,224192,892928,3392,1024,295744,61504,1216,2048,182400,36160,512,891904,6785,29,32845,97798,0,126384,13901,0,0
1794,1117120,288896,181248,4224,4352,1024,450112,86656,101184,81728,1035968,3264,896,444416,60992,1344,2240,158464,35392,704,1034944,6785,29,32853,97860,0,126384,13901,0,0
1795,1117696,289408,177792,4352,4864,1088,306112,86656,247552,228032,889792,3200,960,300608,60288,1280,2112,161472,35328,640,888704,6785,29,32867,97916,0,126384,13901,0,0
1796,1117824,290368,179520,4352,5824,1088,302848,98432,235328,215488,902272,3392,1024,297408,59904,1216,2240,164032,36672,640,901184,6785,29,32883,97970,0,126384,13901,0,0
1797,1117760,291520,178368,4224,5760,416512,299776,95616,385792,365440,1312128,3328,1024,294400,60032,1344,2304,164928,35584,704,895616,6785,29,32901,98022,0,126384,13901,0,0
1798,1677568,289344,178624,4224,4800,1024,303232,96512,239296,219712,897344,3392,1088,297792,60992,1280,2048,165248,35328,704,896320,6785,29,32913,98080,0,126384,13901,0,0
1799,1117056,288000,176512,4352,4736,960,302784,102528,238080,218304,899648,3392,1024,297280,60224,1344,2240,164480,34816,704,898688,6785,29,32933,98130,0,126384,13901,0,0
1800,1117952,290944,175232,4288,129536,1088,304704,98880,112832,92800,1024704,3520,960,299328,60160,1216,2176,167680,35776,768,1023616,6785,29,32951,98182,0,126384,13901,0,0
1801,1117504,292224,174080,4352,5952,1024,306688,98176,234944,214592,902848,3392,1024,301312,60416,1216,2176,167872,35136,704,901824,6785,29,32971,98232,0,126384,13901,0,0
1802,1117440,289664,178496,4224,4928,1024,353536,100352,185152,165504,951872,3392,1088,348032,53376,1472,2304,167808,35392,704,950848,6802,29,32998,98292,0,126384,13901,0,0
1803,1117376,289536,180544,4288,5824,1088,299584,100288,236608,216960,900800,3392,960,294016,53312,960,2112,211840,36224,704,899712,6802,29,33016,98344,0,126384,13901,0,0
1804,1117760,288320,179328,4288,4864,1024,308992,100352,230144,210496,906816,3456,960,303424,52992,1344,2176,155200,35008,704,905792,6802,29,33028,98402,0,126384,13901,0,0
1805,1117312,290880,180352,4352,4992,1024,303680,100544,231680,212288,905216,3392,1088,298112,53184,1344,2112,152960,35712,640,904192,6802,29,33042,98458,0,126384,13901,0,0
1806,1117504,287616,182272,4352,4928,1024,305216,100160,232064,212224,905408,3328,960,299712,53376,1024,2176,154048,35328,768,904384,6802,29,33060,98510,0,126384,13901,0,0
1807,1117632,291328,186048,4288,4928,1088,312704,98816,218688,198784,919104,3136,1024,307264,53312,1216,2176,157376,35264,704,918016,6802,29,33079,98561,0,126384,13901,0,0
1808,1117888,289152,183680,4288,5888,1024,296768,99776,236800,217024,900352,3328,960,291200,52416,1088,2176,165120,36160,640,899328,6802,29,33082,98628,0,126384,13901,0,0
1809,1117376,289728,185024,4224,4864,1088,300928,99712,231872,211968,905472,3328,960,295616,53696,1216,2112,147584,35264,704,904384,6802,29,33093,98687,0,126384,13901,0,0
1810,1117440,291648,182208,4352,4608,960,306752,100672,226240,206528,910912,3328,960,301184,53568,1152,2240,154752,35776,640,909952,6802,29,33112,98738,0,126384,13901,0,0
1811,1117440,288704,181504,4288,4928,1088,301248,99776,236096,216192,901440,3456,960,295808,54208,1472,2048,159872,35200,512,900352,6802,29,33127,98793,0,126384,13901,0,0
1812,1117632,289152,182400,4288,5824,416128,310656,100288,369600,348864,1329472,3456,896,305408,52992,1152,2240,157760,34816,832,913344,6802,29,33144,98846,0,126384,13901,0,0
1813,1678336,288704,182592,4224,4864,1024,310784,99776,224832,205056,911744,3392,1024,305344,53440,1408,2112,157056,36160,768,910720,6802,29,33157,98903,0,126384,13901,0,0
1814,1116800,287936,181056,4224,4928,1088,307712,99776,230912,211456,906176,3456,1024,302336,52736,1216,2112,156544,35392,832,905088,6802,29,33174,98956,0,126384,13901,0,0
1815,1117632,291136,180800,4288,4864,1024,304320,99456,231808,211840,905856,3328,1024,298752,53440,1152,2176,158272,36032,576,904832,6802,29,33194,99006,0,126384,13901,0,0
1816,1117696,289856,180096,4352,4800,71552,385280,102656,79168,59008,1058752,3328,960,379968,58176,1152,2176,160512,35136,704,987200,6819,29,33230,99074,0,126384,13901,0,0
1817,1117760,291264,178176,4224,4928,1088,316800,100160,220416,200704,916352,3264,896,311424,59840,1088,2432,236608,35968,704,915264,6819,29,33242,99132,0,126384,13901,0,0
1818,1117056,290176,180608,4352,5760,1088,311168,102336,222208,202240,915456,3200,896,305728,60096,1152,2176,160512,35392,704,914368,6819,29,33257,99187,0,126384,13901,0,0
1819,1117696,288640,180864,4224,4864,960,312640,100800,224576,205056,912512,3520,1024,307072,61504,1280,2240,163008,34560,576,911552,6819,29,33275,99239,0,126384,13901,0,0
1820,1117568,290112,182400,4352,4864,1024,330880,102784,201408,181568,936256,3392,1024,325376,63936,1088,2112,166208,35520,640,935232,6819,29,33291,99293,0,126384,13901,0,0
1821,1117824,294016,181824,4288,5760,1024,333952,101952,194688,174784,942720,3392,960,328448,63168,1216,2048,168960,35136,640,941696,6819,29,33325,99329,0,126384,13901,0,0
1822,1117504,289600,178496,4224,96064,960,327488,104128,116032,96576,1020416,3520,896,321856,63040,1216,2240,186112,35840,704,1019456,6819,29,33331,99393,0,126384,13901,0,0
1823,1116992,289216,183040,4288,4800,1088,315328,103104,217280,197312,920832,3264,896,310016,64896,1152,2112,160704,35136,704,919744,6819,29,33343,99451,0,126384,13901,0,0
1824,1118144,290432,181952,4224,4864,1024,319232,104896,210560,190848,926336,3328,1024,313728,62400,1216,2112,168640,35264,512,925312,6819,29,33355,99509,0,126384,13901,0,0
1825,1117184,165440,181312,4224,4352,1024,467072,113920,180288,160192,957440,3200,1024,461696,59968,1088,2112,164672,35136,640,956416,6819,29,33370,99564,0,126384,13901,0,0
1826,1117632,168000,180800,4288,5312,1088,314880,113088,329856,309952,807360,3584,960,309568,57152,1344,2112,317504,35520,704,806272,6819,29,33387,99617,0,126384,13901,0,0
1827,1117312,167872,181248,4288,4416,411456,318848,112512,477440,456832,1221248,3456,1024,313536,56960,1280,2240,161792,34368,640,809792,6819,29,33401,99673,0,126384,13901,0,0
1828,1678080,165952,181120,4288,4416,1024,317888,113152,329216,309056,808000,3328,960,312512,57920,1024,2048,161280,35264,640,806976,6819,29,33417,99727,0,126384,13901,0,0
1829,1117056,166272,181376,4224,5376,960,320832,115200,323456,303488,814208,3264,896,315328,57216,1024,2176,162944,35904,576,813248,6819,29,33427,99787,0,126384,13901,0,0
1830,1117696,166208,181696,4288,4352,1024,316224,115904,327616,307840,809472,3200,960,310848,57088,1216,2432,156736,35392,768,808448,6819,29,33442,99842,0,126384,13901,0,0
1831,1117312,166336,181440,4224,4288,1024,323136,115136,322240,302400,815424,3392,1024,317632,57344,1088,2240,160960,35264,640,814400,6819,29,33455,99899,0,126384,13901,0,0
1832,1117824,166592,180416,4224,4416,960,329600,115264,316160,295872,821760,3392,1024,324160,57536,1216,2176,160192,35840,704,820800,6819,29,33477,99947,0,126384,13901,0,0
1833,1117632,167040,179648,4288,4352,1024,316288,115776,328832,308992,808256,3456,960,311168,60736,1344,2176,165120,35072,576,807232,6819,29,33493,100001,0,126384,13901,0,0
1834,1117248,168448,181184,4288,5248,1024,328640,116096,312704,292864,824768,3200,896,323200,61056,1152,2176,164992,34816,704,823744,6819,29,33517,100047,0,126384,13901,0,0
1835,1117632,166080,180480,4352,4416,1024,322688,116736,321536,301504,815808,3392,896,317312,61056,1344,2176,169152,35200,832,814784,6819,29,33541,100093,0,126384,13901,0,0
1836,1117312,166336,178624,4352,4480,1088,333120,117248,312512,292288,825472,3136,1024,327808,61184,1280,2368,169856,35520,576,824384,6819,29,33566,100138,0,126384,13901,0,0
1837,1117760,166592,180160,4288,4416,1088,322176,107328,331584,311616,806016,3456,960,316800,60672,1152,2240,176640,34944,576,804928,6819,29,33572,100202,0,126384,13901,0,0
1838,1117632,166208,180992,4288,4352,960,318784,107456,334272,314432,802880,3392,1024,313408,61120,1152,2048,158016,34816,640,801920,6819,29,33583,100261,0,126384,13901,0,0
1839,1117312,166080,180736,4288,5312,1024,336832,108416,315072,294976,822784,3328,1024,331456,61120,1216,2112,161024,35904,704,821760,6819,29,33603,100311,0,126384,13901,0,0
1840,1117760,167872,181568,4224,4416,1024,332800,109760,315392,295808,821248,3200,896,327424,61184,1216,2048,168960,35904,576,820224,6819,29,33616,100368,0,126384,13901,0,0
1841,1117056,165568,180416,4288,4416,1024,319616,108800,333696,314048,803776,3328,896,314240,61056,1408,1984,164416,35520,832,802752,6819,29,33634,100420,0,126384,13901,0,0
1842,1117824,168256,180800,4288,4480,414656,330624,108032,466816,446656,1231296,3328,1024,325184,61120,1280,2112,165888,35072,704,816640,6819,29,33645,100479,0,126384,13901,0,0
1843,1677952,165888,182208,4288,129472,960,320704,108032,206016,185664,931904,3456,1024,315072,60800,1216,2112,163200,35712,768,930944,6819,29,33662,100532,0,126384,13901,0,0
1844,1117568,166976,180224,4224,4480,1024,323712,108096,328768,308608,808896,3200,960,318464,61888,1280,2112,166464,35392,640,807872,6819,29,33674,100590,0,126384,13901,0,0
1845,1117504,166720,180928,4352,4288,1088,333568,110080,316480,296704,820800,3200,1152,328064,60928,1024,2176,163840,36032,768,819712,6819,29,33695,100639,0,126384,13901,0,0
1846,1117504,166464,183168,4288,4672,70272,443392,111040,134656,114048,1003904,3200,1024,437888,60992,1280,2240,168192,35392,704,933632,6819,29,33724,100680,0,126384,13901,0,0
1847,1117952,171136,180096,4288,5440,70336,472000,232320,542144,521472,1156288,3456,960,466368,61504,1216,2240,181120,35456,832,1085952,6834,29,33753,100736,0,126384,14008,0,0
1848,1677760,170432,183680,4224,4608,960,286848,4379456,281088,260992,5050304,3392,960,281472,59136,1088,1984,302784,35584,704,5049344,6834,29,33754,100769,0,126384,14008,0,0
1849,1116992,170304,181120,4352,5568,960,306880,185344,262784,242816,874496,3200,1024,301440,59328,1216,2176,125504,35968,640,873536,6834,29,33756,100801,0,126384,14008,0,1
1850,1117312,171072,182528,4288,5440,1088,288960,187840,276352,256640,860928,3200,1024,283520,58432,1344,2176,125952,36032,768,859840,6834,29,33760,100831,0,126384,14008,0,0
1851,1117568,171008,182848,4224,4416,1088,285248,185856,282944,263040,854592,3328,1024,280000,59712,1216,2240,127680,36416,640,853504,6834,29,33766,100859,0,126384,14008,0,0
1852,1117632,169280,180160,4288,4480,1024,300288,185216,272768,253056,864448,3328,1088,294848,58304,1152,2240,129728,35648,640,863424,6834,29,33772,100887,0,126384,14008,0,0
1853,1117504,170752,181568,4224,4352,414656,284288,185152,433344,412992,1265344,3456,960,278784,56576,1216,2112,129408,36416,576,850688,6834,29,33778,100915,0,126384,14008,0,0
1854,1678336,170496,180480,4288,5440,960,293952,185728,275648,255488,861504,3392,1088,288448,55488,1152,2240,127680,35968,576,860544,6834,29,33779,100948,0,126384,14008,0,0
1855,1116992,171136,181504,4416,4416,1024,280512,186432,288256,268416,849280,3328,960,275136,55296,1344,2240,120960,36160,640,848256,6834,29,33782,100979,0,126384,14008,0,0
1856,1117696,169536,182400,4288,4288,1088,284736,185472,286272,265920,852160,3264,960,279360,54464,1280,2176,123328,36160,576,851072,6834,29,33786,101009,0,126384,14008,0,0
1857,1118080,169920,180608,4288,6656,960,292224,183680,278528,258816,858048,3392,960,286656,54336,1280,2176,123264,36416,640,857088,6834,29,33791,101038,0,126384,14008,0,0
1858,1116864,169344,181184,4224,6976,960,297088,184896,273088,253632,864128,3264,960,291584,55424,1344,2304,123904,36352,704,863168,6834,29,33795,101068,0,126384,14008,0,0
1859,1117760,169408,181760,4352,5568,1088,291904,186624,277056,257088,860672,3392,1024,286464,54784,1344,2240,125312,36352,768,859584,6834,29,33796,101101,0,126384,14008,0,0
1860,1117760,171968,182016,4352,4160,1024,347840,187520,218624,198656,918848,3328,896,342272,57344,1344,2176,121472,35712,768,917824,6851,29,33817,101131,0,126384,14008,0,0
1861,1117504,168704,181056,4352,5248,1088,361856,186176,208960,189568,927872,3264,896,356352,56896,1280,2240,184896,36416,768,926784,6871,29,33837,101188,0,126384,14008,0,0
1862,1117440,168704,178816,4288,4160,1088,304320,185152,271168,251584,866112,3392,896,298880,55104,1088,2368,203328,36608,640,865024,6871,29,33850,101215,0,126384,14008,0,0
1863,1117696,169984,180160,4288,4224,1024,292672,184320,281152,261376,856448,3456,1024,287104,55936,1024,2304,134144,36224,832,855424,6871,29,33865,101240,0,126384,14008,0,0
1864,1117824,168512,181696,4288,130176,1024,310336,187136,134016,114368,1002816,3456,896,305024,55424,1216,2304,135040,37056,640,1001792,6871,29,33878,101267,0,126384,14008,0,0
1865,1117184,168192,182848,4288,4352,1024,291200,186880,278784,259008,858560,3520,960,285888,55232,1280,2240,134848,36544,640,857536,6871,29,33894,101291,0,126384,14008,0,0
1866,1117568,169088,183232,4224,2560,960,427968,187520,142144,122112,995584,3328,960,422336,55616,1216,2176,134528,35776,640,994624,6905,29,33958,101318,0,126384,14008,0,0
1867,1117696,169984,180736,4352,2560,960,298880,187584,272448,252928,864576,3392,960,293504,55744,1280,2112,265024,36736,448,863616,6905,29,33958,101352,0,126384,14008,0,0
1868,1117504,169728,182400,4288,2624,414272,283648,186752,434496,414016,1264192,3456,1024,278336,55296,1280,2240,120192,35968,768,849920,6905,29,33959,101385,0,126384,14008,0,0
1869,1678208,169728,181760,4288,4480,960,291904,187584,276480,256512,860672,3264,896,286528,52992,1216,2368,121280,36608,704,859712,6905,29,33961,101417,0,126384,14008,0,0
1870,1117184,171136,183168,4288,3328,1024,297792,189568,267264,247744,869824,3328,960,292288,51072,1152,2240,120064,36288,768,868800,6905,29,33965,101447,0,126384,14008,0,0
